ResourceID,Provider,ServiceCategory,Cost,UsageAmount,Anomaly_Score,Is_Zombie
vm-3265,Azure,Networking,54.3132858532958,39.6231512942415,-1,1
vm-3275,Azure,Compute,58.978963943477474,39.3624410009046,-1,1
vm-3278,Azure,Networking,55.388602024843806,33.663443400598354,-1,1
vm-3292,Azure,Database,54.88676281536564,58.50171848565412,-1,1
vm-3296,Azure,Database,52.73602358930459,17.10913917648779,-1,1
vm-3311,Azure,Storage,56.28774781804235,40.04817228300084,-1,1
vm-3328,Azure,Machine Learning,53.217708197318245,61.4702396578233,-1,1
vm-3344,Azure,Database,56.19402521255637,45.978665017161234,-1,1
vm-3356,Azure,Database,57.39641697199093,19.480864061040744,-1,1
vm-3374,Azure,Database,53.55888033849026,17.200936183336715,-1,1
vm-3383,Azure,Compute,58.77516094954679,66.36459483681749,-1,1
vm-3387,Azure,Machine Learning,54.79971088307645,3.8530788111517698,-1,1
vm-3405,Azure,Storage,55.24801965403118,8.714904495049673,-1,1
vm-3423,Azure,Compute,59.04574448957421,4.759208488245272,-1,1
vm-3426,Azure,Storage,56.3329860763201,16.850085455409378,-1,1
vm-3454,Azure,Networking,59.55884986931652,21.824981713074223,-1,1
vm-3472,Azure,Storage,57.4013154964553,52.29729974334376,-1,1
vm-3490,Azure,Machine Learning,58.975711953788654,19.48397523997341,-1,1
vm-3507,Azure,Machine Learning,54.616936107403475,47.56142983562527,-1,1
vm-3509,Azure,Machine Learning,53.15640200792964,19.667074886048745,-1,1
vm-3511,Azure,Compute,53.806885087503154,66.82992314192448,-1,1
vm-3519,Azure,Machine Learning,55.752241517198655,42.28281867541504,-1,1
vm-3530,Azure,Storage,53.94493979701965,36.74163968375499,-1,1
vm-3535,Azure,Networking,55.25626416759006,55.788966578115776,-1,1
vm-3544,Azure,Compute,56.47269577855317,55.76633152480061,-1,1
vm-3563,Azure,Machine Learning,54.59099003452101,61.621783234326905,-1,1
vm-3616,Azure,Compute,57.257223036150776,38.60938317729214,-1,1
vm-3635,Azure,Networking,56.91350153642371,26.01723196944016,-1,1
vm-3638,Azure,Compute,58.60981927946863,45.33922436238119,-1,1
vm-3648,Azure,Compute,53.82454796989961,43.31248546651128,-1,1
vm-3672,Azure,Networking,53.69572188560467,3.0960178045237625,-1,1
vm-3675,Azure,Machine Learning,55.95181795812304,61.11867417682075,-1,1
vm-3680,Azure,Database,57.499578791510494,49.241671797522265,-1,1
vm-3681,Azure,Compute,59.07900700478695,7.92389278124009,-1,1
vm-3684,Azure,Networking,53.067116973569085,9.006292966716371,-1,1
vm-3704,Azure,Machine Learning,55.61735977963759,15.375105537432146,-1,1
vm-3725,Azure,Compute,55.36753394866756,29.368370883361862,-1,1
vm-3727,Azure,Machine Learning,55.65800399980787,66.61371204991521,-1,1
vm-3743,Azure,Machine Learning,57.61714629157645,29.06375974912712,-1,1
vm-3753,Azure,Compute,53.10582151983695,38.575409952909496,-1,1
vm-3764,Azure,Storage,57.52629987236078,56.98530128266421,-1,1
vm-3784,Azure,Compute,54.670240168903305,35.44963940974653,-1,1
vm-3843,Azure,Machine Learning,56.05264244573004,20.39029830025529,-1,1
vm-3852,Azure,Machine Learning,55.58787428610461,50.52403676918448,-1,1
vm-3854,Azure,Compute,56.74878365608353,37.79104672056467,-1,1
vm-3855,Azure,Storage,51.69416300938803,11.217995582093554,-1,1
vm-3867,Azure,Networking,54.74412920904014,46.96924500118339,-1,1
vm-3887,Azure,Networking,56.13408174196226,43.1165443266101,-1,1
vm-3902,Azure,Database,54.64261694477557,45.251649704150566,-1,1
vm-3911,Azure,Machine Learning,59.06638147694516,9.424013885109726,-1,1
vm-3918,Azure,Networking,55.37150751618636,60.3862542773973,-1,1
vm-3943,Azure,Storage,59.01360457951447,49.54546526589356,-1,1
vm-3953,Azure,Storage,53.07200263166125,2.891746875481961,-1,1
vm-3961,Azure,Compute,54.7796543274628,44.68064348643465,-1,1
vm-3969,Azure,Compute,54.433623878251225,13.835371286500468,-1,1
vm-3976,Azure,Database,57.5184152284347,5.578117860048026,-1,1
vm-3976,Azure,Storage,57.68861982600794,66.69448664224676,-1,1
vm-3983,Azure,Machine Learning,54.36243888629912,44.1792372854827,-1,1
vm-4009,Azure,Database,56.234176493144716,18.571511994463382,-1,1
vm-4026,Azure,Database,52.9030039337971,11.019900585305416,-1,1
vm-4034,Azure,Database,59.44374141933322,23.46548781605916,-1,1
vm-4035,Azure,Database,55.9254716934915,10.438258799448064,-1,1
vm-4035,Azure,Machine Learning,54.58998795491449,39.89305865012077,-1,1
vm-4036,Azure,Storage,56.26675158293739,18.163883687594645,-1,1
vm-4042,Azure,Database,58.949026013473045,14.379516028861891,-1,1
vm-4057,Azure,Machine Learning,54.7800344404525,36.76004027402762,-1,1
vm-4060,Azure,Compute,57.69499172992885,16.510984276503955,-1,1
vm-4065,Azure,Machine Learning,53.17340204834099,18.28229419564888,-1,1
vm-4070,Azure,Machine Learning,57.78676717014795,29.250389824831323,-1,1
vm-4088,Azure,Networking,56.56253321947387,8.61738984900716,-1,1
vm-4131,Azure,Networking,59.91383798147995,37.10393670637509,-1,1
vm-4135,Azure,Storage,58.50252841270627,48.64001865419208,-1,1
vm-4136,Azure,Compute,57.74851278230591,26.46455717902164,-1,1
vm-4155,Azure,Compute,58.2001317197705,41.783215007894334,-1,1
vm-4160,Azure,Database,57.460297593452864,43.577650957764796,-1,1
vm-4174,Azure,Networking,59.50442177175215,15.01428166326001,-1,1
vm-4188,Azure,Database,54.101692816355104,42.26168692980726,-1,1
vm-4192,Azure,Networking,55.225716342344725,57.72439567850429,-1,1
vm-4210,Azure,Storage,58.11405096203757,47.26763905615433,-1,1
vm-4218,Azure,Machine Learning,57.63556709066841,50.77696372411436,-1,1
vm-4233,Azure,Compute,55.36517661320338,40.521566892292114,-1,1
vm-4248,Azure,Machine Learning,54.59283169359361,66.19519081357654,-1,1
vm-4253,Azure,Machine Learning,59.06787232336708,65.8167312781327,-1,1
vm-4267,Azure,Database,58.30109998841573,1.21220445184477,-1,1
vm-4271,Azure,Networking,52.998986131612845,12.093347750005428,-1,1
vm-4272,Azure,Machine Learning,59.94459033170787,59.08144454335969,-1,1
vm-4278,Azure,Database,56.65845032344835,40.05037254285169,-1,1
vm-4297,Azure,Storage,59.01912340820843,33.115414099913615,-1,1
vm-4305,Azure,Networking,56.74031059766894,64.7832345352115,-1,1
vm-4311,Azure,Storage,56.519841911776695,24.35720242663393,-1,1
vm-4315,Azure,Database,54.1960973758054,53.10160400343779,-1,1
vm-4331,Azure,Networking,53.59305267121013,41.305632070924176,-1,1
vm-4334,Azure,Networking,56.41026294993649,8.008382313696934,-1,1
vm-4344,Azure,Storage,59.06119613138949,38.67530063462938,-1,1
vm-4349,Azure,Database,58.89963371736034,61.66549017612919,-1,1
vm-4355,Azure,Database,54.009718360866174,50.97266165424212,-1,1
vm-4355,Azure,Machine Learning,54.75580540146342,27.137694024684983,-1,1
vm-4363,Azure,Storage,52.52516410362989,29.37987688640063,-1,1
vm-4374,Azure,Storage,56.39954975885183,40.09596189572004,-1,1
vm-4375,Azure,Compute,59.379128952605775,48.020252390039886,-1,1
vm-4377,Azure,Storage,54.60624984841888,26.19232338858272,-1,1
vm-4415,Azure,Machine Learning,54.00982299932336,40.22386776256757,-1,1
vm-4417,Azure,Database,59.43626516072011,7.484148278175764,-1,1
vm-4425,Azure,Networking,54.41508387538526,59.96995353378633,-1,1
vm-4427,Azure,Networking,56.16602884157663,25.22112287158556,-1,1
vm-4435,Azure,Machine Learning,58.17764853467099,16.80642342271011,-1,1
vm-4445,Azure,Storage,56.54283747745617,60.213477500937415,-1,1
vm-4454,Azure,Compute,56.385264582029954,46.094504919838336,-1,1
vm-4466,Azure,Networking,53.51922558567364,22.497154951947177,-1,1
vm-4474,Azure,Machine Learning,55.50788444856137,18.89464519393632,-1,1
vm-4484,Azure,Storage,58.053915506479456,7.594985636292563,-1,1
vm-4499,Azure,Machine Learning,57.50976620801868,3.0999228820450706,-1,1
vm-4518,Azure,Networking,59.85612063069768,6.775887620058625,-1,1
vm-4548,Azure,Database,53.373085989610885,35.24687188798897,-1,1
vm-4556,Azure,Storage,58.04913668419766,21.90487310014853,-1,1
vm-4566,Azure,Storage,49.82523158162632,2.0049800540537737,-1,1
vm-4570,Azure,Machine Learning,59.22860328848314,20.66503050521396,-1,1
vm-4571,Azure,Storage,55.4045704315742,63.64110656843715,-1,1
vm-4574,Azure,Database,57.430516626950485,30.146652319813025,-1,1
vm-4575,Azure,Machine Learning,56.25781413489338,37.92113995408448,-1,1
vm-4597,Azure,Storage,53.851734536340096,41.86504139914695,-1,1
vm-4688,Azure,Database,52.56613303086307,29.4191119771198,-1,1
vm-4688,Azure,Machine Learning,49.91293150780241,1.243641446531046,-1,1
vm-4692,Azure,Compute,56.917633722656575,52.93751245405029,-1,1
vm-4697,Azure,Compute,56.30642664056394,30.72067033771827,-1,1
vm-4741,Azure,Networking,58.59671546925143,33.47943793065731,-1,1
vm-4750,Azure,Database,53.01418143284861,18.41775755952311,-1,1
vm-4759,Azure,Compute,56.92702864714346,44.09539658738652,-1,1
vm-4773,Azure,Storage,57.833652845373,40.541593240085575,-1,1
vm-4782,Azure,Networking,53.30935082215123,61.49103586291959,-1,1
vm-4796,Azure,Storage,57.48028489290196,12.058428205887743,-1,1
vm-4800,Azure,Storage,55.55647367475764,32.93159263134415,-1,1
vm-4819,Azure,Networking,56.98390173909564,39.8127929214405,-1,1
vm-4829,Azure,Database,57.847762497520186,63.05830042392728,-1,1
vm-4833,Azure,Compute,56.05384021297721,44.69960176662679,-1,1
vm-4833,Azure,Database,54.83912637958896,19.018071205173783,-1,1
vm-4843,Azure,Machine Learning,54.4981835705661,45.194315033389415,-1,1
vm-4880,Azure,Machine Learning,56.37713523057205,11.059522791185763,-1,1
vm-4881,Azure,Networking,55.1343297579166,49.84382699823372,-1,1
vm-4884,Azure,Storage,54.045760141945664,59.460086528735495,-1,1
vm-4895,Azure,Database,58.51831051563504,17.783801941267342,-1,1
vm-4901,Azure,Machine Learning,59.450434873847726,19.90299532666461,-1,1
vm-4917,Azure,Compute,55.26574715494645,49.32278561849185,-1,1
vm-4919,Azure,Database,56.15258036073836,33.38165827773407,-1,1
vm-4925,Azure,Compute,55.3270315684988,8.349931158117867,-1,1
vm-4938,Azure,Database,59.75364607415549,22.670328253717745,-1,1
vm-4939,Azure,Storage,53.701899041599056,61.63896024099677,-1,1
vm-4940,Azure,Networking,54.12730661067325,40.63726965733447,-1,1
vm-4948,Azure,Storage,55.76300080127728,51.81563358146658,-1,1
vm-4958,Azure,Machine Learning,56.95980695333516,42.31017483917516,-1,1
vm-4964,Azure,Compute,58.71360929338674,18.537013436900864,-1,1
vm-4975,Azure,Machine Learning,59.69978003180066,37.38827691501366,-1,1
vm-4977,Azure,Machine Learning,55.03418154831735,25.458285168963773,-1,1
vm-4994,Azure,Machine Learning,59.35450808728442,55.28015541250888,-1,1
vm-5000,Azure,Compute,56.53425602192056,5.373210350680001,-1,1
vm-5017,Azure,Compute,53.62388264204164,30.61569527526364,-1,1
vm-5019,Azure,Storage,54.35731258001133,43.047467620714,-1,1
vm-5032,Azure,Machine Learning,53.29005384420816,26.802229882677786,-1,1
vm-5053,Azure,Networking,57.04859938081656,40.979262810021474,-1,1
vm-5061,Azure,Machine Learning,54.81668356835685,19.62508337685452,-1,1
vm-5092,Azure,Database,59.86589174143208,15.712725762324643,-1,1
vm-5093,Azure,Networking,56.6759195740457,13.99236031675038,-1,1
vm-5095,Azure,Machine Learning,59.08497977560374,58.91339980923215,-1,1
vm-5147,Azure,Compute,53.64822935691686,35.131272674149656,-1,1
vm-5147,Azure,Storage,55.78791939769322,43.60462132323883,-1,1
vm-5176,Azure,Database,54.07524309298637,59.42773446539731,-1,1
vm-5186,Azure,Machine Learning,58.13044810989853,4.507960638411559,-1,1
vm-5189,Azure,Database,55.39726768409652,45.44571757320948,-1,1
vm-5198,Azure,Compute,55.07525895546316,43.42215955626741,-1,1
vm-5215,Azure,Storage,58.70378399896514,49.51934107216268,-1,1
vm-5218,Azure,Storage,52.35913868685309,13.73401790600672,-1,1
vm-5250,Azure,Machine Learning,52.83768309644476,8.155537469473185,-1,1
vm-5255,Azure,Database,54.28769576987229,15.883484246830662,-1,1
vm-5301,Azure,Storage,54.40709303231954,65.4801758735793,-1,1
vm-5307,Azure,Networking,55.43321661518617,63.6580110003826,-1,1
vm-5309,Azure,Database,56.823168669825954,61.85416885273441,-1,1
vm-5332,Azure,Storage,54.44664464939488,64.02059398417634,-1,1
vm-5335,Azure,Database,56.32686170869157,22.63521211332528,-1,1
vm-5337,Azure,Compute,59.777273041390366,42.03572613451792,-1,1
vm-5346,Azure,Database,57.396580801015126,20.907268678492272,-1,1
vm-5357,Azure,Networking,57.13291646420682,45.88237978234995,-1,1
vm-5368,Azure,Database,59.040751457889804,27.241892031405666,-1,1
vm-5403,Azure,Compute,55.41802176273731,53.47766991915279,-1,1
vm-5403,Azure,Machine Learning,58.11882158973652,40.55991921252494,-1,1
vm-5409,Azure,Database,56.88217022635799,56.403483401838734,-1,1
vm-5418,Azure,Machine Learning,54.4822629295558,32.800409050699045,-1,1
vm-5439,Azure,Database,59.59284404427492,64.7155475229735,-1,1
vm-5454,Azure,Database,52.444903582140185,19.37898359377531,-1,1
vm-5477,Azure,Networking,55.80127320061489,61.60501701848782,-1,1
vm-5484,Azure,Machine Learning,55.88627752738637,53.23387546351619,-1,1
vm-5493,Azure,Database,58.0923284552168,36.57913823633938,-1,1
vm-5499,Azure,Compute,56.89422031171296,49.43436717609653,-1,1
vm-5504,Azure,Storage,55.11478078044745,48.21493839879022,-1,1
vm-5516,Azure,Machine Learning,55.24783469373618,24.281307497334183,-1,1
vm-5530,Azure,Networking,58.57017018633506,47.59664611620836,-1,1
vm-5564,Azure,Storage,58.186016945950094,46.61769511028045,-1,1
vm-5565,Azure,Networking,51.24081717507705,8.754785633864522,-1,1
vm-5577,Azure,Compute,55.849067517803036,26.855107383271726,-1,1
vm-5582,Azure,Storage,57.02145344318677,8.64518222078882,-1,1
vm-5584,Azure,Networking,52.09329794636412,8.957317932869806,-1,1
vm-5600,Azure,Database,59.22967041893417,64.67366221102108,-1,1
vm-5603,Azure,Storage,58.10077088618141,47.30423239717245,-1,1
vm-5622,Azure,Database,52.922520270138264,26.32327476726018,-1,1
vm-5659,Azure,Compute,51.874949689002975,3.388020588520012,-1,1
